Id,Label,Name,Wikidata ID,Entitätstyp,Geburtsdatum,Sterbedatum,GND ID
611,Otto Schröder,Otto Schröder,http://www.wikidata.org/wiki/Q2040524,Person,1851-07-14T00:00:00Z,1937-01-28T00:00:00Z,https://d-nb.info/gnd/117078956
612,Vladimir Shileyko,Vladimir Shileyko,http://www.wikidata.org/wiki/Q1970429,Person,1891-02-02T00:00:00Z,1930-10-05T00:00:00Z,https://d-nb.info/gnd/129209570
613,Edmond Sollberger,Edmond Sollberger,http://www.wikidata.org/wiki/Q55772969,Person,1920-10-12T00:00:00Z,1989-06-21T00:00:00Z,https://d-nb.info/gnd/1165678888
614,Vladimír Souček,Vladimír Souček,http://www.wikidata.org/wiki/Q95175918,Person,1928-06-01T00:00:00Z,1990-06-09T00:00:00Z,https://d-nb.info/gnd/1118396545
615,Louis Speleers,Louis Speleers,http://www.wikidata.org/wiki/Q54828374,Person,1882-01-01T00:00:00Z,1966-01-01T00:00:00Z,https://d-nb.info/gnd/1035117185
616,Ferris J. Stephens,Ferris J. Stephens,http://www.wikidata.org/wiki/Q110089267,Person,1893-01-01T00:00:00Z,1969-01-01T00:00:00Z,https://d-nb.info/gnd/1033820970
617,Maximilian Streck,Maximilian Streck,http://www.wikidata.org/wiki/Q15456048,Person,1873-10-18T00:00:00Z,1945-03-25T00:00:00Z,https://d-nb.info/gnd/117312878
618,Vasily Vasilievich Struve,Vasily Vasilievich Struve,http://www.wikidata.org/wiki/Q647712,Person,1889-01-21T00:00:00Z,1965-09-15T00:00:00Z,https://d-nb.info/gnd/119147874
619,Emil Szlechter,Emil Szlechter,http://www.wikidata.org/wiki/Q20028755,Person,1906-01-14T00:00:00Z,1995-01-14T00:00:00Z,https://d-nb.info/gnd/1172656800
620,Eckhard Unger,Eckhard Unger,http://www.wikidata.org/wiki/Q97996,Person,1884-04-11T00:00:00Z,1966-07-24T00:00:00Z,https://d-nb.info/gnd/118763717
621,Arthur Ungnad,Arthur Ungnad,http://www.wikidata.org/wiki/Q711755,Person,1879-08-03T00:00:00Z,1947-04-26T00:00:00Z,https://d-nb.info/gnd/117310085
622,Roland de Vaux,Roland de Vaux,http://www.wikidata.org/wiki/Q695459,Person,1903-12-17T00:00:00Z,1971-09-10T00:00:00Z,https://d-nb.info/gnd/122729943
623,Charles Virolleaud,Charles Virolleaud,http://www.wikidata.org/wiki/Q332206,Person,1879-07-02T00:00:00Z,1968-12-17T00:00:00Z,https://d-nb.info/gnd/117435570
624,Max von Oppenheim,Max von Oppenheim,http://www.wikidata.org/wiki/Q215900,Person,1860-07-15T00:00:00Z,1946-11-15T00:00:00Z,https://d-nb.info/gnd/118736418
625,Leroy Waterman,Leroy Waterman,http://www.wikidata.org/wiki/Q6529067,Person,1875-01-01T00:00:00Z,1972-01-01T00:00:00Z,https://d-nb.info/gnd/1055176551
626,Franz Heinrich Weißbach,Franz Heinrich Weißbach,http://www.wikidata.org/wiki/Q106027,Person,1865-11-25T00:00:00Z,1944-02-20T00:00:00Z,https://d-nb.info/gnd/117299081
627,Raymond Westbrook,Raymond Westbrook,http://www.wikidata.org/wiki/Q2134262,Person,1946-10-01T00:00:00Z,2009-07-23T00:00:00Z,https://d-nb.info/gnd/122321928
628,Maurus Witzel,Maurus Witzel,http://www.wikidata.org/wiki/Q11771752,Person,1882-04-02T00:00:00Z,1968-01-23T00:00:00Z,https://d-nb.info/gnd/117430358
629,Michael Heltzer,Michael Heltzer,http://www.wikidata.org/wiki/Q2905287,Person,1928-05-01T00:00:00Z,2010-06-06T00:00:00Z,https://d-nb.info/gnd/121342999
630,Muhammad Dandamayev,Muhammad Dandamayev,http://www.wikidata.org/wiki/Q3896070,Person,1928-09-02T00:00:00Z,2017-08-28T00:00:00Z,https://d-nb.info/gnd/171085515
631,Wolfram Nagel,Wolfram Nagel,http://www.wikidata.org/wiki/Q2592126,Person,1923-10-23T00:00:00Z,2019-11-14T00:00:00Z,https://d-nb.info/gnd/128552816
632,Rainer Michael Boehmer,Rainer Michael Boehmer,http://www.wikidata.org/wiki/Q64173719,Person,1930-01-01T00:00:00Z,2022-09-10T00:00:00Z,https://d-nb.info/gnd/119315289
633,Ludwig Abel,Ludwig Abel,https://www.wikidata.org/wiki/Q1874134,Person,1863-05-18T00:00:00Z,1900-06-25T00:00:00Z,https://d-nb.info/gnd/116001798
634,Walter Bachmann,Walter Bachmann,https://www.wikidata.org/wiki/Q2543499,Person,1883-05-08T00:00:00Z,1958-03-15T00:00:00Z,https://d-nb.info/gnd/132993562
635,Charles James Ball,Charles James Ball,https://www.wikidata.org/wiki/Q16003530,Person,1851-01-01T00:00:00Z,1924-02-07T00:00:00Z,https://d-nb.info/gnd/1055389865
636,Willi Bang,Willi Bang,https://www.wikidata.org/wiki/Q6058766,Person,1869-08-09T00:00:00Z,1934-10-08T00:00:00Z,https://d-nb.info/gnd/120493039
637,Jakob Barth,Jakob Barth,https://www.wikidata.org/wiki/Q123192,Person,1851-03-03T00:00:00Z,1914-10-24T00:00:00Z,https://d-nb.info/gnd/116063718
638,Christian Bartholomae,Christian Bartholomae,https://www.wikidata.org/wiki/Q106006,Person,1855-01-21T00:00:00Z,1925-08-09T00:00:00Z,https://d-nb.info/gnd/116884444
639,Waldemar Belck,Waldemar Belck,https://www.wikidata.org/wiki/Q19513832,Person,1862-02-25T00:00:00Z,1932-09-06T00:00:00Z,https://d-nb.info/gnd/118508563
640,Arthur John Booth,Arthur John Booth,https://www.wikidata.org/wiki/Q38215398,Person,1842-01-01T00:00:00Z,1913-08-19T00:00:00Z,
641,Ferdinand Bork,Ferdinand Bork,https://www.wikidata.org/wiki/Q59530859,Person,1871-01-01T00:00:00Z,1962-01-01T00:00:00Z,
642,Rudolf Ernst Brünnow,Rudolf Ernst Brünnow,https://www.wikidata.org/wiki/Q5588868,Person,1858-02-07T00:00:00Z,1917-04-14T00:00:00Z,https://d-nb.info/gnd/116751851
643,Etienne Combe,Etienne Combe,https://www.wikidata.org/wiki/Q94851043,Person,1881-03-20T00:00:00Z,1962-07-09T00:00:00Z,https://d-nb.info/gnd/1023669145
644,Gaston Cros,Gaston Cros,https://www.wikidata.org/wiki/Q5526725,Person,1861-10-06T00:00:00Z,1915-05-10T00:00:00Z,https://d-nb.info/gnd/1055177345
645,Édouard Cuq,Édouard Cuq,https://www.wikidata.org/wiki/Q54826514,Person,1850-12-14T00:00:00Z,1934-05-25T00:00:00Z,https://d-nb.info/gnd/101112033
646,Samuel Daiches,Samuel Daiches,https://www.wikidata.org/wiki/Q59532678,Person,1878-07-01T00:00:00Z,1949-03-21T00:00:00Z,https://d-nb.info/gnd/116015934
647,Alphonse J. Delattre,Alphonse J. Delattre,https://www.wikidata.org/wiki/Q93262229,Person,1841-03-06T00:00:00Z,1928-03-20T00:00:00Z,https://d-nb.info/gnd/142978183
648,Louis Dennefeld,Louis Dennefeld,https://www.wikidata.org/wiki/Q55771018,Person,1883-01-01T00:00:00Z,1954-01-01T00:00:00Z,https://d-nb.info/gnd/1034491822
649,Marcel-Auguste Dieulafoy,Marcel-Auguste Dieulafoy,https://www.wikidata.org/wiki/Q2624559,Person,1844-08-03T00:00:00Z,1920-02-25T00:00:00Z,https://d-nb.info/gnd/117641502
650,Theodor Dombart,Theodor Dombart,https://www.wikidata.org/wiki/Q2417507,Person,1884-10-08T00:00:00Z,1969-12-25T00:00:00Z,https://d-nb.info/gnd/116175648
651,Raymond Philip Dougherty,Raymond Philip Dougherty,https://www.wikidata.org/wiki/Q59627660,Person,1877-08-05T00:00:00Z,1933-07-14T00:00:00Z,https://d-nb.info/gnd/153660376
652,Wilhelm Eilers,Wilhelm Eilers,https://www.wikidata.org/wiki/Q1700834,Person,1906-09-27T00:00:00Z,1989-07-03T00:00:00Z,https://d-nb.info/gnd/118688375
653,Georg Eißer,Georg Eißer,https://www.wikidata.org/wiki/Q3101299,Person,1898-07-11T00:00:00Z,1964-06-04T00:00:00Z,https://d-nb.info/gnd/116437006
654,Samuel I. Feigin,Samuel I. Feigin,https://www.wikidata.org/wiki/Q16711435,Person,1893-05-13T00:00:00Z,1950-01-03T00:00:00Z,https://d-nb.info/gnd/1145383009
655,Carl Frank,Carl Frank,https://www.wikidata.org/wiki/Q92571821,Person,1881-02-07T00:00:00Z,1945-11-02T00:00:00Z,https://d-nb.info/gnd/116703334
656,Thomas‏ Friedrich,Thomas‏ Friedrich,https://www.wikidata.org/wiki/Q105069688,Person,1855-01-01T00:00:00Z,,https://d-nb.info/gnd/1050471121
657,John Garstang,John Garstang,https://www.wikidata.org/wiki/Q733602,Person,1876-05-05T00:00:00Z,1956-09-12T00:00:00Z,https://d-nb.info/gnd/104266457
658,C. van Gelderen,C. van Gelderen,https://www.wikidata.org/wiki/Q65588707,Person,1872-06-07T00:00:00Z,1945-11-18T00:00:00Z,https://d-nb.info/gnd/116522151
659,Berend Gemser,Berend Gemser,https://www.wikidata.org/wiki/Q54888561,Person,1890-05-17T00:00:00Z,1962-11-15T00:00:00Z,https://d-nb.info/gnd/105702854
660,André Godard,André Godard,https://www.wikidata.org/wiki/Q518977,Person,1881-01-24T00:00:00Z,1965-07-31T00:00:00Z,https://d-nb.info/gnd/1102405035
661,Godefroy Goossens,Godefroy Goossens,https://www.wikidata.org/wiki/Q55771040,Person,1912-04-15T00:00:00Z,1963-02-22T00:00:00Z,https://d-nb.info/gnd/1157836224
662,Halil Edhem Eldem,Halil Edhem Eldem,https://www.wikidata.org/wiki/Q1557764,Person,1861-01-01T00:00:00Z,1938-11-16T00:00:00Z,https://d-nb.info/gnd/117414999
663,Osman Hamdi Bey,Osman Hamdi Bey,https://www.wikidata.org/wiki/Q1190012,Person,1842-12-30T00:00:00Z,1910-02-24T00:00:00Z,https://d-nb.info/gnd/11892639X
664,Ernst Herzfeld,Ernst Herzfeld,https://www.wikidata.org/wiki/Q62933,Person,1879-07-23T00:00:00Z,1948-01-21T00:00:00Z,https://d-nb.info/gnd/118550225
665,Léon Heuzey,Léon Heuzey,https://www.wikidata.org/wiki/Q709657,Person,1831-12-01T00:00:00Z,1922-02-08T00:00:00Z,https://d-nb.info/gnd/116785055
666,David George Hogarth,David George Hogarth,https://www.wikidata.org/wiki/Q3556340,Person,1862-05-23T00:00:00Z,1927-11-06T00:00:00Z,https://d-nb.info/gnd/1018776702
667,Fritz Hommel,Fritz Hommel,https://www.wikidata.org/wiki/Q76294,Person,1854-07-31T00:00:00Z,1936-04-17T00:00:00Z,https://d-nb.info/gnd/116976055
668,"Morris Jastrow, Jr.","Morris Jastrow, Jr.",https://www.wikidata.org/wiki/Q635773,Person,1861-08-13T00:00:00Z,1921-06-22T00:00:00Z,https://d-nb.info/gnd/117085626
669,Julius Jordan,Julius Jordan,https://www.wikidata.org/wiki/Q1712720,Person,1877-10-27T00:00:00Z,1945-02-02T00:00:00Z,https://d-nb.info/gnd/137666128
670,A. A. Kampman,A. A. Kampman,https://www.wikidata.org/wiki/Q63433521,Person,1911-07-06T00:00:00Z,1977-09-23T00:00:00Z,https://d-nb.info/gnd/140254978
671,Ernst Klauber,Ernst Klauber,https://www.wikidata.org/wiki/Q59532115,Person,1887-01-01T00:00:00Z,1914-01-01T00:00:00Z,https://d-nb.info/gnd/116206195
672,Josef Kohler,Josef Kohler,https://www.wikidata.org/wiki/Q71691,Person,1849-03-09T00:00:00Z,1919-08-03T00:00:00Z,https://d-nb.info/gnd/118564633
673,Friedrich Küchler,Friedrich Küchler,https://www.wikidata.org/wiki/Q94836305,Person,1874-04-15T00:00:00Z,1921-04-23T00:00:00Z,https://d-nb.info/gnd/116581204
674,Eugène Ledrain,Eugène Ledrain,https://www.wikidata.org/wiki/Q3059980,Person,1844-06-22T00:00:00Z,1910-02-16T00:00:00Z,https://d-nb.info/gnd/117613770
675,Heinrich Lenzen,Heinrich Lenzen,https://www.wikidata.org/wiki/Q28869264,Person,1900-09-20T00:00:00Z,1978-01-19T00:00:00Z,https://d-nb.info/gnd/122111265
676,Arthur Gotfred Lie,Arthur Gotfred Lie,https://www.wikidata.org/wiki/Q94817645,Person,1887-01-01T00:00:00Z,1932-08-31T00:00:00Z,https://d-nb.info/gnd/1055343229
677,Felix von Luschan,Felix von Luschan,https://www.wikidata.org/wiki/Q114416,Person,1854-08-11T00:00:00Z,1924-02-07T00:00:00Z,https://d-nb.info/gnd/117319813
678,Theodore Makridi,Theodore Makridi,https://www.wikidata.org/wiki/Q2417971,Person,1872-01-01T00:00:00Z,1940-12-01T00:00:00Z,https://d-nb.info/gnd/128233079
679,Roland de Mecquenem,Roland de Mecquenem,https://www.wikidata.org/wiki/Q7360509,Person,1877-08-20T00:00:00Z,1957-01-01T00:00:00Z,https://d-nb.info/gnd/102822824
680,David Myhrman,David Myhrman,https://www.wikidata.org/wiki/Q16649925,Person,1866-12-02T00:00:00Z,1940-04-15T00:00:00Z,https://d-nb.info/gnd/117205761
681,Friedrich Nötscher,Friedrich Nötscher,https://www.wikidata.org/wiki/Q1455630,Person,1890-07-19T00:00:00Z,1966-05-17T00:00:00Z,https://d-nb.info/gnd/122575865
682,Roger T. O'Callaghan,Roger T. O'Callaghan,https://www.wikidata.org/wiki/Q108330787,Person,1912-01-01T00:00:00Z,1954-01-01T00:00:00Z,https://d-nb.info/gnd/13277609X
683,Fritz Ose,Fritz Ose,https://www.wikidata.org/wiki/Q113722528,Person,,,https://d-nb.info/gnd/1145574041
684,Holger Pedersen,Holger Pedersen,https://www.wikidata.org/wiki/Q545230,Person,1867-04-07T00:00:00Z,1953-10-25T00:00:00Z,https://d-nb.info/gnd/119280264
685,Georges Perrot,Georges Perrot,https://www.wikidata.org/wiki/Q1281062,Person,1832-11-12T00:00:00Z,1914-06-30T00:00:00Z,https://d-nb.info/gnd/116082534
686,John Punnett Peters,John Punnett Peters,https://www.wikidata.org/wiki/Q6253548,Person,1852-01-01T00:00:00Z,1921-11-10T00:00:00Z,https://d-nb.info/gnd/12366389X
687,Alfred Pohl,Alfred Pohl,https://www.wikidata.org/wiki/Q110089412,Person,1890-01-01T00:00:00Z,1961-01-01T00:00:00Z,https://d-nb.info/gnd/1022642928
688,Edith Porada,Edith Porada,https://www.wikidata.org/wiki/Q5338645,Person,1912-08-22T00:00:00Z,1994-03-24T00:00:00Z,https://d-nb.info/gnd/116268565
689,Frederik Poulsen,Frederik Poulsen,https://www.wikidata.org/wiki/Q12312690,Person,1876-03-07T00:00:00Z,1950-11-08T00:00:00Z,https://d-nb.info/gnd/116277920
690,Conrad Preusser,Conrad Preusser,https://www.wikidata.org/wiki/Q59529511,Person,1881-01-01T00:00:00Z,1964-01-01T00:00:00Z,https://d-nb.info/gnd/1135983461
691,Ira Maurice Price,Ira Maurice Price,https://www.wikidata.org/wiki/Q87824808,Person,1856-01-01T00:00:00Z,1939-09-18T00:00:00Z,https://d-nb.info/gnd/116289775
692,Oskar Reuther,Oskar Reuther,https://www.wikidata.org/wiki/Q2032917,Person,1880-10-20T00:00:00Z,1954-08-05T00:00:00Z,https://d-nb.info/gnd/116456027
693,Bernhard Rosenkranz,Bernhard Rosenkranz,https://www.wikidata.org/wiki/Q107165818,Person,1903-04-13T00:00:00Z,,https://d-nb.info/gnd/1145511341
694,Paul Rost,Paul Rost,https://www.wikidata.org/wiki/Q94763386,Person,1869-01-01T00:00:00Z,1938-01-01T00:00:00Z,https://d-nb.info/gnd/117629391
695,Fuad Safar,Fuad Safar,https://www.wikidata.org/wiki/Q12017889,Person,1911-10-01T00:00:00Z,1978-01-09T00:00:00Z,https://d-nb.info/gnd/1016455356
696,Fritz Schachermeyr,Fritz Schachermeyr,https://www.wikidata.org/wiki/Q113937,Person,1895-01-10T00:00:00Z,1987-12-26T00:00:00Z,https://d-nb.info/gnd/118606018
697,Heinrich Schäfer,Heinrich Schäfer,https://www.wikidata.org/wiki/Q98050,Person,1868-10-29T00:00:00Z,1957-04-06T00:00:00Z,https://d-nb.info/gnd/11709773X
698,Claude F. A. Schaeffer,Claude F. A. Schaeffer,https://www.wikidata.org/wiki/Q5128825,Person,1898-03-06T00:00:00Z,1982-08-25T00:00:00Z,https://d-nb.info/gnd/172354994
699,Johann Schaumberger,Johann Schaumberger,https://www.wikidata.org/wiki/Q1558091,Person,1885-09-23T00:00:00Z,1955-08-27T00:00:00Z,https://d-nb.info/gnd/1028324642
700,Erich Schmidt,Erich Schmidt,https://www.wikidata.org/wiki/Q71601,Person,1897-09-13T00:00:00Z,1964-10-03T00:00:00Z,https://d-nb.info/gnd/133714780
701,Hartmut Schmökel,Hartmut Schmökel,https://www.wikidata.org/wiki/Q1147193,Person,1906-04-17T00:00:00Z,1991-08-06T00:00:00Z,https://d-nb.info/gnd/135296323
702,Paul Schnabel,Paul Schnabel,https://www.wikidata.org/wiki/Q1675403,Person,1887-09-05T00:00:00Z,1947-03-23T00:00:00Z,https://d-nb.info/gnd/116818638
703,Moses Schorr,Moses Schorr,https://www.wikidata.org/wiki/Q1388246,Person,1874-05-10T00:00:00Z,1941-07-08T00:00:00Z,https://d-nb.info/gnd/119354241
704,Einar von Schuler,Einar von Schuler,https://www.wikidata.org/wiki/Q1305954,Person,1930-10-28T00:00:00Z,1990-02-14T00:00:00Z,https://d-nb.info/gnd/119056658
705,James Simon,James Simon,https://www.wikidata.org/wiki/Q84859,Person,1851-09-17T00:00:00Z,1932-05-23T00:00:00Z,https://d-nb.info/gnd/117392634
706,Johann Jakob Stamm,Johann Jakob Stamm,https://www.wikidata.org/wiki/Q57338148,Person,1910-09-11T00:00:00Z,1993-11-03T00:00:00Z,https://d-nb.info/gnd/118616676
707,Richard F. S. Starr,Richard F. S. Starr,https://www.wikidata.org/wiki/Q100396452,Person,1900-03-01T00:00:00Z,1994-03-09T00:00:00Z,https://d-nb.info/gnd/1055176780
708,Louis Vanden Berghe,Louis Vanden Berghe,https://www.wikidata.org/wiki/Q2113749,Person,1923-12-24T00:00:00Z,1993-09-17T00:00:00Z,https://d-nb.info/gnd/119030519
709,William Hayes Ward,William Hayes Ward,https://www.wikidata.org/wiki/Q8011067,Person,1835-06-25T00:00:00Z,1916-08-28T00:00:00Z,https://d-nb.info/gnd/117141828
710,Louis-Charles Watelin,Louis-Charles Watelin,https://www.wikidata.org/wiki/Q23823970,Person,1874-01-01T00:00:00Z,1934-06-26T00:00:00Z,https://d-nb.info/gnd/1211656209
711,Otto Weber,Otto Weber,https://www.wikidata.org/wiki/Q1417389,Person,1877-07-28T00:00:00Z,1928-07-29T00:00:00Z,https://d-nb.info/gnd/117170453
712,Cecil Weir,Cecil Weir,https://www.wikidata.org/wiki/Q5056348,Person,1897-12-04T00:00:00Z,1995-03-04T00:00:00Z,https://d-nb.info/gnd/1075216907
713,Hans-Siegfried Schuster,Hans-Siegfried Schuster,https://www.wikidata.org/wiki/Q15449583,Person,1910-11-27T00:00:00Z,2002-10-16T00:00:00Z,https://d-nb.info/gnd/1027030955
714,Anne Kilmer,Anne Kilmer,https://www.wikidata.org/wiki/Q111147806,Person,,2023-01-01T00:00:00Z,https://d-nb.info/gnd/156802104
715,University of Cologne,University of Cologne,https://www.wikidata.org/wiki/Q54096,Institution,,,https://d-nb.info/gnd/2024231-1
716,University of Pennsylvania,University of Pennsylvania,https://www.wikidata.org/wiki/Q49117,Institution,,,https://d-nb.info/gnd/37246-8
717,David Stronach,David Stronach,http://www.wikidata.org/entity/Q3018835,Person,1931-06-10T00:00:00Z,2020-06-27T00:00:00Z,https://d-nb.info/gnd/120903008
718,Koninklijke Vlaamse Academie van België voor Wetenschappen en Kunsten,Koninklijke Vlaamse Academie van België voor Wetenschappen en Kunsten,https://www.wikidata.org/wiki/Q1301699,Institution,,,https://d-nb.info/gnd/10014293-X
719,"Martha Sharp Joukowsky ","Martha Sharp Joukowsky ",http://www.wikidata.org/entity/Q19667749,Person,"1936-09-02T00:00:00Z 	 ",2022-01-07T00:00:00Z,https://d-nb.info/gnd/141833033
720,Klaus Schippmann,Klaus Schippmann,http://www.wikidata.org/entity/Q122716,Person,1924-10-30T00:00:00Z,2010-09-08T00:00:00Z,https://d-nb.info/gnd/12002795X
721,Peter Calmeyer,Peter Calmeyer,http://www.wikidata.org/entity/Q2074264,Person,"1930-09-05T00:00:00Z 	 ",1995-11-22T00:00:00Z,https://d-nb.info/gnd/122754336
722,Sava Tutundžić,Sava Tutundžić,https://www.wikidata.org/wiki/Q12746890,Person,1928-09-01T00:00:00Z,2020-03-30T00:00:00Z,
723,University of Belgrade,University of Belgrade,https://www.wikidata.org/wiki/Q240631,Institution,,,https://d-nb.info/gnd/1011759-3
724,Ursula Seidl,Ursula Seidl,https://www.wikidata.org/wiki/Q2501874,Person,1939-09-11T00:00:00Z,,https://d-nb.info/gnd/1121013546
725,Gerhard Rudolf Meyer,Gerhard Rudolf Meyer,https://www.wikidata.org/wiki/Q1512378,Person,1908-06-19T00:00:00Z,1977-10-24T00:00:00Z,https://d-nb.info/gnd/102304408
726,Jürgen Schmidt,Jürgen Schmidt,http://www.wikidata.org/entity/Q1717656,Person,1929-06-23T00:00:00Z,2010-12-17T00:00:00Z,https://d-nb.info/gnd/139742956
727,Technical University of Berlin,Technical University of Berlin,https://www.wikidata.org/wiki/Q51985,Institution,,,https://d-nb.info/gnd/2114678-0
728,Emilie Haspels,Emilie Haspels,http://www.wikidata.org/entity/Q1337326,Person,1894-09-15T00:00:00Z,"1980-12-25T00:00:00Z 	 ",https://d-nb.info/gnd/132708299
729,Allard Pierson Museum,Allard Pierson Museum,https://www.wikidata.org/wiki/Q1244372,Institution,,,
730,Hetty Goldman,Hetty Goldman,http://www.wikidata.org/entity/Q1616306,Person,1881-12-19T00:00:00Z,1972-05-04T00:00:00Z,https://d-nb.info/gnd/128965312
731,American School of Classical Studies at Athens,American School of Classical Studies at Athens,https://www.wikidata.org/wiki/Q466718,Institution,,,https://d-nb.info/gnd/35362-0
732,Radcliffe College,Radcliffe College,https://www.wikidata.org/wiki/Q49124,Institution,,,https://d-nb.info/gnd/1017254-3
733,James A. Sauer,James A. Sauer,https://www.wikidata.org/wiki/Q115786731,Person,"1945-04-23T00:00:00Z 	 ",1999-11-23T00:00:00Z,https://d-nb.info/gnd/123276950
734,Concordia Campus,Concordia Campus,https://www.wikidata.org/wiki/Q108332938,Institution,,,
735,American Center of Oriental Research,American Center of Oriental Research,https://www.wikidata.org/wiki/Q19872190,Institution,,,
736,American Schools of Oriental Research,American Schools of Oriental Research,https://www.wikidata.org/wiki/Q466721,Institution,,,https://d-nb.info/gnd/1020864-1
737,Harvard Museum of the Ancient Near East,Harvard Museum of the Ancient Near East,https://www.wikidata.org/wiki/Q2918448,Institution,,,
738,Agnès Spycket,Agnès Spycket,https://www.wikidata.org/wiki/Q55991954,Person,1921-09-01T00:00:00Z,"2022-01-17T00:00:00Z 	 ",https://d-nb.info/gnd/120511991
739,Margarete Falkner,Margarete Falkner,https://www.wikidata.org/wiki/Q51844356,Person,1922-05-02T00:00:00Z,1962-11-30T00:00:00Z,https://d-nb.info/gnd/112153533X
740,Terence Mitchell,Terence Mitchell,https://www.wikidata.org/wiki/Q106497675,Person,1929-01-01T00:00:00Z,2019-01-01T00:00:00Z,https://d-nb.info/gnd/1055104100
741,"St Catharine's College, Cambridge","St Catharine's College, Cambridge",https://www.wikidata.org/wiki/Q256754,Institution,,,https://d-nb.info/gnd/1023786-0
742,Robert H. Dyson,Robert H. Dyson,https://www.wikidata.org/wiki/Q85502260,Person,1927-08-02T00:00:00Z,"2020-02-15T00:00:00Z 	 ",https://d-nb.info/gnd/1260069389
743,Leo Trümpelmann,Leo Trümpelmann,https://www.wikidata.org/wiki/Q27183226,Person,1931-09-01T00:00:00Z,"1989-08-15T00:00:00Z 	   ",https://d-nb.info/gnd/1171451334
744,Deutsche Orient-Gesellschaft,Deutsche Orient-Gesellschaft,https://www.wikidata.org/wiki/Q314420,Institution,,,https://d-nb.info/gnd/37089-7
745,Firouz Bagherzadeh,Firouz Bagherzadeh,https://www.wikidata.org/wiki/Q105336840,Person,"1930-05-31T00:00:00Z 	 ","2021-02-04T00:00:00Z 	 ",
746,Lucienne Laroche,Lucienne Laroche,https://www.wikidata.org/wiki/Q55772697,Person,"1929-01-01T00:00:00Z 	 ",1981-01-01T00:00:00Z,
747,Jocelyn Orchard,Jocelyn Orchard,https://www.wikidata.org/wiki/Q98093835,Person,"1936-01-01T00:00:00Z 	 ",2019-01-01T00:00:00Z,
748,Vaughn Emerson Crawford,Vaughn Emerson Crawford,https://www.wikidata.org/wiki/Q106690721,Person,"1910-01-01T00:00:00Z 	 ",1981-09-25T00:00:00Z,
749,Samuel A. B. Mercer,Samuel A. B. Mercer,https://www.wikidata.org/wiki/Q67930517,Person,1880-05-10T00:00:00Z,"1969-01-10T00:00:00Z 	 ",https://d-nb.info/gnd/116886765
750,Nashotah House,Nashotah House,https://www.wikidata.org/wiki/Q6966890,Institution,,,
751,Seabury-Western Theological Seminary,Seabury-Western Theological Seminary,https://www.wikidata.org/wiki/Q7440232,Institution,,,https://d-nb.info/gnd/1009509-3
752,Trinity College,Trinity College,https://www.wikidata.org/wiki/Q3551685,Institution,,,https://d-nb.info/gnd/135872-8
753,Pembroke College in Brown University,Pembroke College in Brown University,https://www.wikidata.org/wiki/Q7161950,Institution,,,
